path,label,origin,prompt,seed,lap_var,phash,attempt,face_detected
/content/ann-visual-emotion/data/processed/FullDataEmoSet_gen_cropped/angry/angry_syn_000010_seed20250947.png,angry,synthetic,"portrait photo of a person showing anger, tense eyebrows, intense gaze, dramatic lighting, neutral background, professional portrait",20250947,180.30052108002027,b7c126c1f1d238279c1dda39c666c6cf213131be3b07cc62dc9d386b3c34e23a,23,True
/content/ann-visual-emotion/data/processed/FullDataEmoSet_gen_cropped/angry/angry_syn_000011_seed20250951.png,angry,synthetic,"portrait photo of a person showing anger, tense eyebrows, intense gaze, dramatic lighting, neutral background, high detail skin texture",20250951,325.054709050418,cd3c0d2c5b9b2c719972c3c635c970db2f76347189c79d0320b37993306c63db,27,True
/content/ann-visual-emotion/data/processed/FullDataEmoSet_gen_cropped/angry/angry_syn_000012_seed20250953.png,angry,synthetic,"portrait photo of a person showing anger, tense eyebrows, intense gaze, dramatic lighting, neutral background, dslr, crisp details",20250953,419.4071077714608,86fdc2cf3b243fe2d80c390f3921cce6c65dc81330f130bdc3dcc03d631b38fc,29,True
/content/ann-visual-emotion/data/processed/FullDataEmoSet_gen_cropped/angry/angry_syn_000013_seed20250954.png,angry,synthetic,"portrait photo of a person showing anger, tense eyebrows, intense gaze, dramatic lighting, neutral background, ultra detailed, photorealistic",20250954,594.1414778890932,96b3858f186c863dc58b6ad47bb5383f944c96cbdb304a6c6732d98c62c59987,30,True
/content/ann-visual-emotion/data/processed/FullDataEmoSet_gen_cropped/angry/angry_syn_000014_seed20250955.png,angry,synthetic,"portrait photo of a person showing anger, tense eyebrows, intense gaze, dramatic lighting, neutral background, soft diffused light",20250955,241.39861824729945,afdecb7e3fc99f20f3643cc027966785c3e1c21b66176707cc9822196c1ecc06,31,True
/content/ann-visual-emotion/data/processed/FullDataEmoSet_gen_cropped/angry/angry_syn_000015_seed20250957.png,angry,synthetic,"portrait photo of a person showing anger, tense eyebrows, intense gaze, dramatic lighting, neutral background, professional portrait",20250957,495.72554478730723,919a7b9564da8ef933316679e6829a653349666d66499e7263068ce6cccf1a61,33,True
/content/ann-visual-emotion/data/processed/FullDataEmoSet_gen_cropped/angry/angry_syn_000016_seed20250959.png,angry,synthetic,"portrait photo of a person showing anger, tense eyebrows, intense gaze, dramatic lighting, neutral background, ultra detailed, photorealistic",20250959,336.81100471771447,bec9f13bc16c3066c1b3859ac9ccc6c9c707ccc9ce47276c9c4666273333cc4e,35,True
/content/ann-visual-emotion/data/processed/FullDataEmoSet_gen_cropped/angry/angry_syn_000017_seed20250961.png,angry,synthetic,"portrait photo of a person showing anger, tense eyebrows, intense gaze, dramatic lighting, neutral background, high detail skin texture",20250961,293.05519264631096,e44669748a9b68a99b55aa97b56a9546b465d6ca34aeb6a996aa36954a93cc4a,37,True
/content/ann-visual-emotion/data/processed/FullDataEmoSet_gen_cropped/angry/angry_syn_000018_seed20250962.png,angry,synthetic,"portrait photo of a person showing anger, tense eyebrows, intense gaze, dramatic lighting, neutral background, professional portrait",20250962,164.1824177901281,f0d0a43278f31990665b9ed213af49d62524738d33cd26c7ccc393e799d63362,38,True
/content/ann-visual-emotion/data/processed/FullDataEmoSet_gen_cropped/angry/angry_syn_000019_seed20250964.png,angry,synthetic,"portrait photo of a person showing anger, tense eyebrows, intense gaze, dramatic lighting, neutral background, ultra detailed, photorealistic",20250964,206.02471209505805,b1616961469e739641a7365126db679e33069e63ce58c66e3a58678f66c69c38,40,True
/content/ann-visual-emotion/data/processed/FullDataEmoSet_gen_cropped/angry/angry_syn_000020_seed20250966.png,angry,synthetic,"portrait photo of a person showing anger, tense eyebrows, intense gaze, dramatic lighting, neutral background, high detail skin texture",20250966,141.45935414761914,973b9d421e8c96aa78777a8579aa985a3e743694c5a16791698569c67ac71c52,42,True
/content/ann-visual-emotion/data/processed/FullDataEmoSet_gen_cropped/angry/angry_syn_000021_seed20250967.png,angry,synthetic,"portrait photo of a person showing anger, tense eyebrows, intense gaze, dramatic lighting, neutral background, professional portrait",20250967,303.083264318718,b94f6d23a59e632c763582d2361962d4856a9a65d8f38d6a5ea5c89b8d519c65,43,True
/content/ann-visual-emotion/data/processed/FullDataEmoSet_gen/angry/angry_syn_000022_seed20250968.png,angry,synthetic,"portrait photo of a person showing anger, tense eyebrows, intense gaze, dramatic lighting, neutral background, dslr, crisp details",20250968,335.0480580037953,dffb9a26b6003c593a009557b21558da781e3177f861f15aa0d679e0c863b39e,44,True
/content/ann-visual-emotion/data/processed/FullDataEmoSet_gen_cropped/angry/angry_syn_000023_seed20250971.png,angry,synthetic,"portrait photo of a person showing anger, tense eyebrows, intense gaze, dramatic lighting, neutral background, high detail skin texture",20250971,257.5137563734837,da9bdeaf4b46ce502d95696b3270dc2ca6672db569993496966424d339a0669a,47,True
/content/ann-visual-emotion/data/processed/FullDataEmoSet_gen_cropped/angry/angry_syn_000024_seed20250972.png,angry,synthetic,"portrait photo of a person showing anger, tense eyebrows, intense gaze, dramatic lighting, neutral background, professional portrait",20250972,364.71976768687483,b9131a1e64a6796f6d396190616c965a969730e56cd966599666e6d6d819cb19,48,True
/content/ann-visual-emotion/data/processed/FullDataEmoSet_gen_cropped/angry/angry_syn_000025_seed20250973.png,angry,synthetic,"portrait photo of a person showing anger, tense eyebrows, intense gaze, dramatic lighting, neutral background, dslr, crisp details",20250973,492.4932639770636,9a1d6a176972b47a25ca927b9e96d0a53d3849239336728d316b6363c3cdd24d,49,True
/content/ann-visual-emotion/data/processed/FullDataEmoSet_gen_cropped/angry/angry_syn_000026_seed20250974.png,angry,synthetic,"portrait photo of a person showing anger, tense eyebrows, intense gaze, dramatic lighting, neutral background, ultra detailed, photorealistic",20250974,412.65832645959625,9148ac7b0f464b679d381c9d65e534f568f02736d32798d9352772c62d8372b4,50,True
/content/ann-visual-emotion/data/processed/FullDataEmoSet_gen_cropped/angry/angry_syn_000027_seed20250975.png,angry,synthetic,"portrait photo of a person showing anger, tense eyebrows, intense gaze, dramatic lighting, neutral background, soft diffused light",20250975,335.3661280846109,b9edb00564b2a7ec56c5665207139a4d9a4d9934793c6dacd9b49c7398297333,51,True
/content/ann-visual-emotion/data/processed/FullDataEmoSet_gen_cropped/angry/angry_syn_000028_seed20250976.png,angry,synthetic,"portrait photo of a person showing anger, tense eyebrows, intense gaze, dramatic lighting, neutral background, high detail skin texture",20250976,295.5775270982366,cb401bd074bf362d78d63c3fe50be3d220f66b1dc542ca42810f9fc720749f39,52,True
/content/ann-visual-emotion/data/processed/FullDataEmoSet_gen_cropped/angry/angry_syn_000029_seed20250977.png,angry,synthetic,"portrait photo of a person showing anger, tense eyebrows, intense gaze, dramatic lighting, neutral background, professional portrait",20250977,360.2080076977095,8878f58522f1d65a8b9edd698a987da7b838598622977d98826677c9664d1d92,53,True
/content/ann-visual-emotion/data/processed/FullDataEmoSet_gen_cropped/angry/angry_syn_000030_seed20250982.png,angry,synthetic,"portrait photo of a person showing anger, tense eyebrows, intense gaze, dramatic lighting, neutral background, professional portrait",20250982,177.9906993800032,ca27d0a52c89c3dac37fd017eda12d623ee62c5e33958d21cf20034273f6c4fe,58,True
/content/ann-visual-emotion/data/processed/FullDataEmoSet_gen_cropped/angry/angry_syn_000031_seed20250983.png,angry,synthetic,"portrait photo of a person showing anger, tense eyebrows, intense gaze, dramatic lighting, neutral background, dslr, crisp details",20250983,570.3158309027733,f416bc3a4cb6f3c660ea38f89399c79acf2192e1324e736472e5321c731863b9,59,True
/content/ann-visual-emotion/data/processed/FullDataEmoSet_gen_cropped/angry/angry_syn_000032_seed20250984.png,angry,synthetic,"portrait photo of a person showing anger, tense eyebrows, intense gaze, dramatic lighting, neutral background, ultra detailed, photorealistic",20250984,358.4210192367764,90726cdc69c9676325b3678d96dcda74963acad29c385a48996e5ad326796270,60,True
/content/ann-visual-emotion/data/processed/FullDataEmoSet_gen_cropped/angry/angry_syn_000033_seed20250985.png,angry,synthetic,"portrait photo of a person showing anger, tense eyebrows, intense gaze, dramatic lighting, neutral background, soft diffused light",20250985,318.1077117471088,9969f0fa67b6718fe2d864c2ca679b0bce1963090da6d3248f396c92669ecc1c,61,True
/content/ann-visual-emotion/data/processed/FullDataEmoSet_gen_cropped/angry/angry_syn_000034_seed20250988.png,angry,synthetic,"portrait photo of a person showing anger, tense eyebrows, intense gaze, dramatic lighting, neutral background, dslr, crisp details",20250988,177.98055945114015,99b06cf08c64739f63939c7332c8664c33cf63338734d8348b26770774c166df,64,True
/content/ann-visual-emotion/data/processed/FullDataEmoSet_gen_cropped/angry/angry_syn_000035_seed20250990.png,angry,synthetic,"portrait photo of a person showing anger, tense eyebrows, intense gaze, dramatic lighting, neutral background, soft diffused light",20250990,231.7057185476892,b03c6c3d238373d286c49b6fcb139b1236ce33cb8e3ec30c1269fc6ccb1d990d,66,True
/content/ann-visual-emotion/data/processed/FullDataEmoSet_gen_cropped/angry/angry_syn_000036_seed20250992.png,angry,synthetic,"portrait photo of a person showing anger, tense eyebrows, intense gaze, dramatic lighting, neutral background, professional portrait",20250992,174.1287538893071,950b8d1b46acde651934699278736698968dc2656cd3d974656e65e339936653,68,True
/content/ann-visual-emotion/data/processed/FullDataEmoSet_gen_cropped/angry/angry_syn_000037_seed20250993.png,angry,synthetic,"portrait photo of a person showing anger, tense eyebrows, intense gaze, dramatic lighting, neutral background, dslr, crisp details",20250993,986.7768764154258,f0766c3d67cce643253261ce99c396309c8e65b399ccc6b09ebc66b269b468cc,69,True
/content/ann-visual-emotion/data/processed/FullDataEmoSet_gen_cropped/angry/angry_syn_000038_seed20250995.png,angry,synthetic,"portrait photo of a person showing anger, tense eyebrows, intense gaze, dramatic lighting, neutral background, soft diffused light",20250995,196.5768100427916,96b774f16c7ccb0e69e1735670c319144bd4938dca8b95bab69e9514854586b3,71,True
/content/ann-visual-emotion/data/processed/FullDataEmoSet_gen_cropped/angry/angry_syn_000039_seed20250996.png,angry,synthetic,"portrait photo of a person showing anger, tense eyebrows, intense gaze, dramatic lighting, neutral background, high detail skin texture",20250996,357.5793209878269,c4241979369f7786b369471898338e25d84926e279e69864dfcdc89e3793d833,72,True
/content/ann-visual-emotion/data/processed/FullDataEmoSet_gen_cropped/angry/angry_syn_000040_seed20250998.png,angry,synthetic,"portrait photo of a person showing anger, tense eyebrows, intense gaze, dramatic lighting, neutral background, dslr, crisp details",20250998,294.7976739844497,91f19de6160cbc3969e761876ac1a74c9e716ca6639e66484bc4d2b36663e519,74,True
/content/ann-visual-emotion/data/processed/FullDataEmoSet_gen_cropped/angry/angry_syn_000041_seed20251001.png,angry,synthetic,"portrait photo of a person showing anger, tense eyebrows, intense gaze, dramatic lighting, neutral background, high detail skin texture",20251001,373.5286923940357,efc51ac0599bad1f9e17c9e094246c6c0dcd6679959fcc8631e079ac384273e3,77,True
/content/ann-visual-emotion/data/processed/FullDataEmoSet_gen_cropped/angry/angry_syn_000042_seed20251002.png,angry,synthetic,"portrait photo of a person showing anger, tense eyebrows, intense gaze, dramatic lighting, neutral background, professional portrait",20251002,506.80021444413626,cd3a30cd34f033b293c630c1cb1ecf36311676c92c71d33c8dce71a6237ccc6b,78,True
/content/ann-visual-emotion/data/processed/FullDataEmoSet_gen_cropped/angry/angry_syn_000043_seed20251003.png,angry,synthetic,"portrait photo of a person showing anger, tense eyebrows, intense gaze, dramatic lighting, neutral background, dslr, crisp details",20251003,378.6431666004414,8a159e35744309c3fcae666666666c499fcfcc890ecf6a6666c96c8c99b28c99,79,True
/content/ann-visual-emotion/data/processed/FullDataEmoSet_gen_cropped/angry/angry_syn_000044_seed20251005.png,angry,synthetic,"portrait photo of a person showing anger, tense eyebrows, intense gaze, dramatic lighting, neutral background, soft diffused light",20251005,123.94512251147323,faaa52cca75165118cec34eb9d9b939492636b591b269ce6a56d6d6c2c939892,81,True
/content/ann-visual-emotion/data/processed/FullDataEmoSet_gen_cropped/angry/angry_syn_000045_seed20251006.png,angry,synthetic,"portrait photo of a person showing anger, tense eyebrows, intense gaze, dramatic lighting, neutral background, high detail skin texture",20251006,371.66938153488945,bd06cb25313968bf306634f471988cc7d3e934186db6c94c93e972738c9b339c,82,True
/content/ann-visual-emotion/data/processed/FullDataEmoSet_gen_cropped/angry/angry_syn_000046_seed20251007.png,angry,synthetic,"portrait photo of a person showing anger, tense eyebrows, intense gaze, dramatic lighting, neutral background, professional portrait",20251007,439.5029512152777,e9466a574332252d150a6f9935369e698473d7b14c4594e7ce07347367a531dd,83,True
/content/ann-visual-emotion/data/processed/FullDataEmoSet_gen_cropped/angry/angry_syn_000047_seed20251010.png,angry,synthetic,"portrait photo of a person showing anger, tense eyebrows, intense gaze, dramatic lighting, neutral background, soft diffused light",20251010,138.4135277941544,a3ffd37b6d8033c83df8cd803c473cc6ce98c43dc707c6183c073386c398e03f,86,True
/content/ann-visual-emotion/data/processed/FullDataEmoSet_gen_cropped/angry/angry_syn_000048_seed20251012.png,angry,synthetic,"portrait photo of a person showing anger, tense eyebrows, intense gaze, dramatic lighting, neutral background, professional portrait",20251012,315.63442519067576,df4b87c21c2d6d2fc30bd33ccc947c3c34cc6cbc21ccc6639932d3318c19d98f,88,True
/content/ann-visual-emotion/data/processed/FullDataEmoSet_gen_cropped/angry/angry_syn_000049_seed20251015.png,angry,synthetic,"portrait photo of a person showing anger, tense eyebrows, intense gaze, dramatic lighting, neutral background, soft diffused light",20251015,174.15936370771757,c54c8d4c5b3b1632de31ce619bce70c635a4359933493739cec6cc6362b3d9c1,91,True
/content/ann-visual-emotion/data/processed/FullDataEmoSet_gen_cropped/angry/angry_syn_000050_seed20251016.png,angry,synthetic,"portrait photo of a person showing anger, tense eyebrows, intense gaze, dramatic lighting, neutral background, high detail skin texture",20251016,493.35875653247444,9a54581b86ea29c651259b31133bcc992ce676cd7cd326ec074c9633cd9d3763,92,True
/content/ann-visual-emotion/data/processed/FullDataEmoSet_gen_cropped/angry/angry_syn_000051_seed20251020.png,angry,synthetic,"portrait photo of a person showing anger, tense eyebrows, intense gaze, dramatic lighting, neutral background, soft diffused light",20251020,301.9222610835878,b03bec6e27e663a12731619320c4961e9b879c43c9f3651bd20e8b96deda634e,96,True
/content/ann-visual-emotion/data/processed/FullDataEmoSet_gen_cropped/angry/angry_syn_000052_seed20251021.png,angry,synthetic,"portrait photo of a person showing anger, tense eyebrows, intense gaze, dramatic lighting, neutral background, high detail skin texture",20251021,199.8957406436836,f8aa354c5378762595806a7a691f7aab6a526ab4aacfccbfd10196426d543a5a,97,True
/content/ann-visual-emotion/data/processed/FullDataEmoSet_gen_cropped/angry/angry_syn_000053_seed20251024.png,angry,synthetic,"portrait photo of a person showing anger, tense eyebrows, intense gaze, dramatic lighting, neutral background, ultra detailed, photorealistic",20251024,581.1969045935348,fa8bde8a1fa4ebe48e7ade78a99d6841695929257a35892e958d62538943dc05,100,True
/content/ann-visual-emotion/data/processed/FullDataEmoSet_gen_cropped/angry/angry_syn_000054_seed20251027.png,angry,synthetic,"portrait photo of a person showing anger, tense eyebrows, intense gaze, dramatic lighting, neutral background, professional portrait",20251027,940.7769235962879,de3d9c5ee2b29ca9d8e943787987706797589cb28601ec4c99f766f4920061cd,103,True
/content/ann-visual-emotion/data/processed/FullDataEmoSet_gen_cropped/angry/angry_syn_000055_seed20251030.png,angry,synthetic,"portrait photo of a person showing anger, tense eyebrows, intense gaze, dramatic lighting, neutral background, soft diffused light",20251030,231.4844561365931,ca619e9d6de12d7ac656c3879ba3933813863149368c68df9cc9326634e33cda,106,True
/content/ann-visual-emotion/data/processed/FullDataEmoSet_gen_cropped/angry/angry_syn_000056_seed20251032.png,angry,synthetic,"portrait photo of a person showing anger, tense eyebrows, intense gaze, dramatic lighting, neutral background, professional portrait",20251032,350.1957264792566,9d2526586494b241304e3337313bd99ac9db6cc73338cecdce6dcd8cc8e6b26c,108,True
/content/ann-visual-emotion/data/processed/FullDataEmoSet_gen_cropped/angry/angry_syn_000057_seed20251034.png,angry,synthetic,"portrait photo of a person showing anger, tense eyebrows, intense gaze, dramatic lighting, neutral background, ultra detailed, photorealistic",20251034,116.96991640446039,b02439fc4c303db963c7c7463db4f03267926693649327e33644da6d99e1db07,110,True
/content/ann-visual-emotion/data/processed/FullDataEmoSet_gen_cropped/angry/angry_syn_000058_seed20251035.png,angry,synthetic,"portrait photo of a person showing anger, tense eyebrows, intense gaze, dramatic lighting, neutral background, soft diffused light",20251035,211.61822242212514,cc34216e10fb65b0930e76c4329b76d08267df738a327cc774c6239cdcf38a33,111,True
/content/ann-visual-emotion/data/processed/FullDataEmoSet_gen_cropped/angry/angry_syn_000059_seed20251039.png,angry,synthetic,"portrait photo of a person showing anger, tense eyebrows, intense gaze, dramatic lighting, neutral background, ultra detailed, photorealistic",20251039,452.1737092561099,9879ca5a469e64e44e696d9b658161e531625a1c9fc679ed25b1719d9196d626,115,True
/content/ann-visual-emotion/data/processed/FullDataEmoSet_gen_cropped/angry/angry_syn_000060_seed20251042.png,angry,synthetic,"portrait photo of a person showing anger, tense eyebrows, intense gaze, dramatic lighting, neutral background, professional portrait",20251042,472.97830638345306,e534ad274b5b6b5bcc6c654d32d824b438e292da9f92a34971cb62b13b4998f2,118,True
/content/ann-visual-emotion/data/processed/FullDataEmoSet_gen_cropped/angry/angry_syn_000061_seed20251044.png,angry,synthetic,"portrait photo of a person showing anger, tense eyebrows, intense gaze, dramatic lighting, neutral background, ultra detailed, photorealistic",20251044,373.53093353582886,9a1f4e9718e15b7ac1b239ad24ec3a2ee18793b3e91931e47b4c41c33333c1b9,120,True
/content/ann-visual-emotion/data/processed/FullDataEmoSet_gen_cropped/angry/angry_syn_000062_seed20251047.png,angry,synthetic,"portrait photo of a person showing anger, tense eyebrows, intense gaze, dramatic lighting, neutral background, professional portrait",20251047,252.76969334802146,b9b10ce1e58e6796e363361866c9b64963269c69c72c986364b339e5c6389bad,123,True
/content/ann-visual-emotion/data/processed/FullDataEmoSet_gen_cropped/angry/angry_syn_000063_seed20251049.png,angry,synthetic,"portrait photo of a person showing anger, tense eyebrows, intense gaze, dramatic lighting, neutral background, ultra detailed, photorealistic",20251049,575.8266884173418,de01ab97697bd32ea5e371ad709a251e93da8612318d2659613a8667c7999e25,125,True
/content/ann-visual-emotion/data/processed/FullDataEmoSet_gen_cropped/angry/angry_syn_000064_seed20251050.png,angry,synthetic,"portrait photo of a person showing anger, tense eyebrows, intense gaze, dramatic lighting, neutral background, soft diffused light",20251050,498.1671497562636,9a53f8940f2c6169e1d224b4e5a4c64a8e72e58365c13cc196669b9ff8dbc1ed,126,True
/content/ann-visual-emotion/data/processed/FullDataEmoSet_gen_cropped/angry/angry_syn_000065_seed20251051.png,angry,synthetic,"portrait photo of a person showing anger, tense eyebrows, intense gaze, dramatic lighting, neutral background, high detail skin texture",20251051,187.93414631867003,c6383cbc6383324bd3c3e38e332c399dc61ecd27d99c8d38cc92631f6c70cc63,127,True
/content/ann-visual-emotion/data/processed/FullDataEmoSet_gen_cropped/angry/angry_syn_000066_seed20251052.png,angry,synthetic,"portrait photo of a person showing anger, tense eyebrows, intense gaze, dramatic lighting, neutral background, professional portrait",20251052,241.21371504725244,f8bbdabc52cea251699568d11275878d69ce69d36910864d679399b5664d9943,128,True
/content/ann-visual-emotion/data/processed/FullDataEmoSet_gen_cropped/angry/angry_syn_000067_seed20251053.png,angry,synthetic,"portrait photo of a person showing anger, tense eyebrows, intense gaze, dramatic lighting, neutral background, dslr, crisp details",20251053,762.9939204970284,9e349c1465d8894a5e42ce2b61ab69eb6c71c3189ecd9e4c996e60e76d33699c,129,True
/content/ann-visual-emotion/data/processed/FullDataEmoSet_gen_cropped/angry/angry_syn_000068_seed20251055.png,angry,synthetic,"portrait photo of a person showing anger, tense eyebrows, intense gaze, dramatic lighting, neutral background, soft diffused light",20251055,169.771827464201,9e1da68f5caa697ad61ecda0836d676aafb61929361c31a584e0b6cd72619266,131,True
/content/ann-visual-emotion/data/processed/FullDataEmoSet_gen_cropped/angry/angry_syn_000069_seed20251056.png,angry,synthetic,"portrait photo of a person showing anger, tense eyebrows, intense gaze, dramatic lighting, neutral background, high detail skin texture",20251056,223.40378741828766,f81d1ea176a2e77f055528005f9a79d706a1fa6a955ee61585985de6287959a8,132,True
/content/ann-visual-emotion/data/processed/FullDataEmoSet_gen_cropped/angry/angry_syn_000070_seed20251057.png,angry,synthetic,"portrait photo of a person showing anger, tense eyebrows, intense gaze, dramatic lighting, neutral background, professional portrait",20251057,457.5513846613079,a5adc18d1a98967242d29969721b99c6cf6ed94d43f97d94986c3373cd962432,133,True
/content/ann-visual-emotion/data/processed/FullDataEmoSet_gen_cropped/angry/angry_syn_000071_seed20251058.png,angry,synthetic,"portrait photo of a person showing anger, tense eyebrows, intense gaze, dramatic lighting, neutral background, dslr, crisp details",20251058,307.52157627091407,ea877aa76758a7584694672267186bdc97211c9a257b6322e4629739bcd99363,134,True
/content/ann-visual-emotion/data/processed/FullDataEmoSet_gen_cropped/angry/angry_syn_000072_seed20251060.png,angry,synthetic,"portrait photo of a person showing anger, tense eyebrows, intense gaze, dramatic lighting, neutral background, soft diffused light",20251060,504.8065960239441,ac8fa5c573a45b32b498b79a5a346e778591926b6233617436a672976e4c2467,136,True
/content/ann-visual-emotion/data/processed/FullDataEmoSet_gen_cropped/angry/angry_syn_000073_seed20251061.png,angry,synthetic,"portrait photo of a person showing anger, tense eyebrows, intense gaze, dramatic lighting, neutral background, high detail skin texture",20251061,574.6696669810119,9afcc2af7463cb52cb15ede92f497d1c3b44ce0dc9b2220dccc02d0471b7cf60,137,True
/content/ann-visual-emotion/data/processed/FullDataEmoSet_gen_cropped/angry/angry_syn_000074_seed20251062.png,angry,synthetic,"portrait photo of a person showing anger, tense eyebrows, intense gaze, dramatic lighting, neutral background, professional portrait",20251062,327.32236279531696,9a95a045617a87a205a5961c9697469e5a5c9e5cd91366189e4c9a7bd97bee69,138,True
/content/ann-visual-emotion/data/processed/FullDataEmoSet_gen_cropped/angry/angry_syn_000075_seed20251063.png,angry,synthetic,"portrait photo of a person showing anger, tense eyebrows, intense gaze, dramatic lighting, neutral background, dslr, crisp details",20251063,327.80272552699955,cf04ca832d1bcb1e974e28bc352d2a1fd530a2325ca762da94a7357878ac9d7b,139,True
/content/ann-visual-emotion/data/processed/FullDataEmoSet_gen_cropped/angry/angry_syn_000076_seed20251065.png,angry,synthetic,"portrait photo of a person showing anger, tense eyebrows, intense gaze, dramatic lighting, neutral background, soft diffused light",20251065,290.1436403422294,ba513e9465e9945ec5879a6a938d34e1663ecf8391c268d9db4a92426cd9cd27,141,True
/content/ann-visual-emotion/data/processed/FullDataEmoSet_gen_cropped/angry/angry_syn_000077_seed20251067.png,angry,synthetic,"portrait photo of a person showing anger, tense eyebrows, intense gaze, dramatic lighting, neutral background, professional portrait",20251067,185.3086078930576,a31a7b1a1ec464250431ac9b6cdeace46cedecd39c92939a9adb92661366636e,143,True
/content/ann-visual-emotion/data/processed/FullDataEmoSet_gen_cropped/angry/angry_syn_000078_seed20251077.png,angry,synthetic,"portrait photo of a person showing anger, tense eyebrows, intense gaze, dramatic lighting, neutral background, professional portrait",20251077,350.17420378569415,e3acf2ee6d11ad1466696f619c9694aa94ea9ca4618d529cbbb2129d991d6d4a,153,True
/content/ann-visual-emotion/data/processed/FullDataEmoSet_gen_cropped/angry/angry_syn_000079_seed20251079.png,angry,synthetic,"portrait photo of a person showing anger, tense eyebrows, intense gaze, dramatic lighting, neutral background, ultra detailed, photorealistic",20251079,189.59508773377914,ca1d1a9c4d32a5686ad821a765633a5a969661e631e973b19666b69f999c70e6,155,True
/content/ann-visual-emotion/data/processed/FullDataEmoSet_gen_cropped/angry/angry_syn_000080_seed20251080.png,angry,synthetic,"portrait photo of a person showing anger, tense eyebrows, intense gaze, dramatic lighting, neutral background, soft diffused light",20251080,157.15263295997832,9e9b85ee50668613d1e9205e7d056ad0966ee2ba992766e92d895c626e1fc359,156,True
/content/ann-visual-emotion/data/processed/FullDataEmoSet_gen_cropped/angry/angry_syn_000081_seed20251081.png,angry,synthetic,"portrait photo of a person showing anger, tense eyebrows, intense gaze, dramatic lighting, neutral background, high detail skin texture",20251081,326.1943003596092,e593b5554aaa5b6c3a324acd4a2da4d9b457b451b56755224d36a5b2b5d292d2,157,True
